rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700000390,PALAVA REGALIA A to F,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/3089
P51700000089,Eagleton,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-06-29,https://maharerait.maharashtra.gov.in/public/project/view/3090
P51700006770,UNIQUE AURUM-II,UNIQUE SHANTI DEVELOPERS LLP,Thane,401107,Thane,MAHARASHTRA,,,2017-10-12,https://maharerait.maharashtra.gov.in/public/project/view/3107
P51700010238,NAYANTARA ASSOCIATES,NAYANTARA ASSOCIATES,Kalyan,421201,Thane,MAHARASHTRA,,,2017-08-24,https://maharerait.maharashtra.gov.in/public/project/view/3121
P51700000831,Courtyard - Florence,COURTYARD REAL ESTATE PRIVATE LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2019-07-19,https://maharerait.maharashtra.gov.in/public/project/view/3174
P51700002572,SHANTI SEVEN,SHANTISTAR BUILDERS,Thane,401107,Thane,MAHARASHTRA,,,2017-08-01,https://maharerait.maharashtra.gov.in/public/project/view/3178
P51700000177,SALASAR WOODS,SALASAR ESTATE DEVELOPERS LLP,Thane,401107,Thane,MAHARASHTRA,,,2023-07-16,https://maharerait.maharashtra.gov.in/public/project/view/3183
P51700000322,VEDANT VASTU,VEDANT VENTURE,Ambarnath,421503,Thane,MAHARASHTRA,,,2017-07-15,https://maharerait.maharashtra.gov.in/public/project/view/3199
P51700006760,Mera Ghar,Parshwa Gruh Nirman LLP,Thane,400612,Thane,MAHARASHTRA,,,2020-06-17,https://maharerait.maharashtra.gov.in/public/project/view/3204
P51700001008,SPARSH,Indiapride Infraspaces,Thane,400614,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/3209
P51700000074,Juhi Serenity,Vijaykumar Baldev Bajaj,Thane,400701,Thane,MAHARASHTRA,,,2017-06-28,https://maharerait.maharashtra.gov.in/public/project/view/3212
P51700000681,Courtyard - Ornella,COURTYARD REAL ESTATE PRIVATE LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2017-07-20,https://maharerait.maharashtra.gov.in/public/project/view/3236
P51700001018,KEDARNATH,A V ASSOCIATES,Ambarnath,421503,Thane,MAHARASHTRA,,,2024-06-21,https://maharerait.maharashtra.gov.in/public/project/view/3250
P51700000611,Courtyard - Ivy,COURTYARD REAL ESTATE PRIVATE LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2019-07-19,https://maharerait.maharashtra.gov.in/public/project/view/3262
P51700000714,Courtyard - Onyx,COURTYARD REAL ESTATE PRIVATE LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2017-07-20,https://maharerait.maharashtra.gov.in/public/project/view/3275
P51700001403,jyoti breeze,VENKATESH CONSTRUCTION,Thane,401107,Thane,MAHARASHTRA,,,2025-05-03,https://maharerait.maharashtra.gov.in/public/project/view/3290
P51700000091,Hampton,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-06-30,https://maharerait.maharashtra.gov.in/public/project/view/3293
P51700000352,PATEL PLANET - JUPITER,DHANLAXMI DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-15,https://maharerait.maharashtra.gov.in/public/project/view/3337
P51700001172,PATELS SIGNATURE,SERENE INFRATECH CO,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-27,https://maharerait.maharashtra.gov.in/public/project/view/3371
P51700000199,"LODHA SPLENDORA PLATINO E TO G , VIVANT A TO D",MACROTECH DEVELOPERS LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/3506
P51700001968,OSTWAL ORCHID BUILDING NO. 9 TO 12,ASHA ENTERPRISES,Thane,401107,Thane,MAHARASHTRA,,,2017-07-31,https://maharerait.maharashtra.gov.in/public/project/view/3523
P51700002400,TRICITY PALACIO,TRICITY REALTY LLP,Thane,400706,Thane,MAHARASHTRA,,,2017-07-31,https://maharerait.maharashtra.gov.in/public/project/view/3556
P51700000743,PRAMUKH SADAN,SAHAJANAND DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-23,https://maharerait.maharashtra.gov.in/public/project/view/3564
P51700000549,Platinum Tower,Haware's Housing Development Finance Corporation Ltd.,Thane,400615,Thane,MAHARASHTRA,,,2022-11-17,https://maharerait.maharashtra.gov.in/public/project/view/3571
P51700002560,YOGI NIWAS,ELITE INFRASTRUCTURE,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-08-01,https://maharerait.maharashtra.gov.in/public/project/view/3576
P51700015836,Capsule Business Hub,Maa Vaishnavi Builders & Developers,Kalyan,421301,Thane,MAHARASHTRA,,,2025-06-02,https://maharerait.maharashtra.gov.in/public/project/view/3638
P51700000559,Kamdhenu Commerz,KAMDHENU BUILDERS AND DEVELOPERS,Thane,400703,Thane,MAHARASHTRA,,,2018-10-15,https://maharerait.maharashtra.gov.in/public/project/view/3680
P51700000511,PALAVA - AURELIA - D TO G,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/3696
P51700000152,Fairway,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3754
P51700000153,Cloverdale,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3762
P51700000120,Godrej Emerald Thane,Godrej Greenview Housing Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2026-02-05,https://maharerait.maharashtra.gov.in/public/project/view/3767
P51700000129,Clifton,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3770
P51700000146,Willowcrest,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3774
P51700002237,Shree Sai Pooja,M/s Mahalaxmi Construction Co.,Ambarnath,421503,Thane,MAHARASHTRA,,,2017-07-31,https://maharerait.maharashtra.gov.in/public/project/view/3795
P51700000117,Barrington,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3819
P51700000139,Preston,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/3832
P51700005934,Irasa Greens,SUBURBAN SPACES LLP,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/3858
P51700010181,PENTAGON ENCLAVE,DAMJI HARI INFRASTRUCTURE PVT LTD,Shahapur,421601,Thane,MAHARASHTRA,,,2025-09-18,https://maharerait.maharashtra.gov.in/public/project/view/3859
P51700003667,ENTILLA BY DEV,DEV KONARK CORPORATION,Ambarnath,421503,Thane,MAHARASHTRA,,,2017-08-06,https://maharerait.maharashtra.gov.in/public/project/view/3875
P51700001820,JAINAM RESIDENCY,KBP CORPORATION,Ambarnath,421501,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/3939
P51700001515,DAHLIA BLDG A D AND E,HAWARE ENGINEERS AND BUILDERS PRIVATE LIMITED,Thane,400615,Thane,MAHARASHTRA,,,2020-06-13,https://maharerait.maharashtra.gov.in/public/project/view/3946
P51700000745,PATEL RESIDENCY NX,NAVNIRMAN DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-23,https://maharerait.maharashtra.gov.in/public/project/view/3967
P51700001729,SHETH AVALON - PHASE 1,Sheth Developers Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2025-06-26,https://maharerait.maharashtra.gov.in/public/project/view/3972
P51700000520,Tokyo Bay Phase - 2A,Puranik Tokyo Bay Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2025-03-18,https://maharerait.maharashtra.gov.in/public/project/view/3979
P51700006800,Royce Paradise Phase II,Royce Developers,Kalyan,421301,Thane,MAHARASHTRA,,,2024-08-20,https://maharerait.maharashtra.gov.in/public/project/view/3982
P51700000618,Tokyo Bay Phase - 1,Puranik Tokyo Bay Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2017-07-18,https://maharerait.maharashtra.gov.in/public/project/view/3983
P51700000149,SHREE SAI LEELA,SHREE SAI BUILDERS & DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-05,https://maharerait.maharashtra.gov.in/public/project/view/4007
P51700001003,Euro Ville Phase I,Vastu Rachana JV,Shahapur,421601,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4014
P51700000689,Rumahbali Phase 2,Puranik Builders Limited,Thane,400615,Thane,MAHARASHTRA,,,2017-07-20,https://maharerait.maharashtra.gov.in/public/project/view/4016
P51700000166,NILOY,SHREE SAI BUILDERS & DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-07,https://maharerait.maharashtra.gov.in/public/project/view/4020
P51700000235,BRITTO HOUSE,SHREE SAI BUILDERS & DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-10,https://maharerait.maharashtra.gov.in/public/project/view/4022
P51700000216,SHREE SAI PANACHE,GYANDEV BUILDERS & DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-10,https://maharerait.maharashtra.gov.in/public/project/view/4026
P51700000865,PATELS RESIDENCY,PARAM BUILDERS AND DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/4030
P51700002456,SHREE SANKALP,SHREE CONSTRUCTIONS,Thane,400615,Thane,MAHARASHTRA,,,2018-01-22,https://maharerait.maharashtra.gov.in/public/project/view/4035
P51700001090,Euro Ville Phase II,Vastu Rachana JV,Shahapur,421601,Thane,MAHARASHTRA,,,2017-07-26,https://maharerait.maharashtra.gov.in/public/project/view/4040
P51700001875,Saket Iris,ANIL SHILPAYATAN PRIVATE LIMITED,Kalyan,421306,Thane,MAHARASHTRA,,,2018-06-04,https://maharerait.maharashtra.gov.in/public/project/view/4043
P51700000912,Puranik City Reserva Phase 1,Puranik Builders Limited,Thane,400615,Thane,MAHARASHTRA,,,2025-08-20,https://maharerait.maharashtra.gov.in/public/project/view/4055
P51700006750,Kakad Paradise Phase 2,Kakad Housing Corporation,Thane,401107,Thane,MAHARASHTRA,,,2023-03-17,https://maharerait.maharashtra.gov.in/public/project/view/4064
P51700000193,Solus,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-01-11,https://maharerait.maharashtra.gov.in/public/project/view/4071
P51700002433,Thana Co-Op Housing Society Sopan,Aditya Associates,Thane,400602,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/4072
P51700000940,Aarambh - C,M/s. Annapurna Lifespaces LLP,Thane,400615,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4081
P51700002158,Puranik Home Town - E,Puranik Builders Limited,Thane,400615,Thane,MAHARASHTRA,,,2017-07-31,https://maharerait.maharashtra.gov.in/public/project/view/4086
P51700004847,Marvel Mountain,Marvel Buildcons,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2022-01-24,https://maharerait.maharashtra.gov.in/public/project/view/4109
P51700002586,JOSHI DATTA NAGAR,Bhalchandra  Wadnerkar,Kalyan,421201,Thane,MAHARASHTRA,,,2024-12-30,https://maharerait.maharashtra.gov.in/public/project/view/4129
P51700000874,PATELS PRIDE,PRIDE INFRASTRUCTURE,Ambarnath,421501,Thane,MAHARASHTRA,,,2017-07-23,https://maharerait.maharashtra.gov.in/public/project/view/4142
P51700002522,NIRMAL,Bhalchandra  Wadnerkar,Kalyan,421201,Thane,MAHARASHTRA,,,2025-04-07,https://maharerait.maharashtra.gov.in/public/project/view/4173
P51700004428,SARASWATI CASTLE,BHUMIKA DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2017-08-09,https://maharerait.maharashtra.gov.in/public/project/view/4179
P51700000584,Kalpataru Hills - Building 2A,Kalpataru Properties (Thane) Pvt. Ltd.,Thane,400610,Thane,MAHARASHTRA,,,2017-07-18,https://maharerait.maharashtra.gov.in/public/project/view/4182
P51700000295,Serein Phase 1,ARDENT PROPERTIES PRIVATE LIMITED,Thane,400610,Thane,MAHARASHTRA,,,2022-09-29,https://maharerait.maharashtra.gov.in/public/project/view/4183
P51700000197,Solitaire B,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-01-11,https://maharerait.maharashtra.gov.in/public/project/view/4193
P51700000413,Solitaire C,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-01-11,https://maharerait.maharashtra.gov.in/public/project/view/4196
P51700002966,AND SUNFLOWER,ANANTNATH DEVELOPERS,Thane,400612,Thane,MAHARASHTRA,,,2017-08-04,https://maharerait.maharashtra.gov.in/public/project/view/4226
P51700000540,PALAVA CLARA E - I,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4266
P51700000596,PALAVA FONTANA C - H,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4269
P51700000506,"FONTANA A ,B, I and J",Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4270
P51700000577,PALAVA URBANO D AND E,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4273
P51700000696,PALAVA URBANO G AND H,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4275
P51700000419,"PALAVA EVIVA K to T, URBANO A, B, C and F, URBANO I to T",Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2019-05-13,https://maharerait.maharashtra.gov.in/public/project/view/4280
P51700000546,PALAVA SAVANA AND SIENA,Macrotech Developers Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2018-09-28,https://maharerait.maharashtra.gov.in/public/project/view/4293
P51800001460,DYNAMIC CREST PHASE I - RIMO/EVEREST,SNEH MAKEWELL LLP,Thane,421204,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/4301
P51700002661,GOLDEN VALLEY,A PLUS REALTY,Ambarnath,421503,Thane,MAHARASHTRA,,,2017-08-02,https://maharerait.maharashtra.gov.in/public/project/view/4312
P51700003864,BHAGWATI ELEGANZA,BHAGWATI DEVELOPERS,Thane,400701,Thane,MAHARASHTRA,,,2017-08-06,https://maharerait.maharashtra.gov.in/public/project/view/4327
P51700001799,Kashish Park Tower B,Kashish Park Realtors,Thane,400604,Thane,MAHARASHTRA,,,2022-05-17,https://maharerait.maharashtra.gov.in/public/project/view/4343
P51700000308,Amantra Phase 2,TATA HOUSING DEVELOPMENT COMPANY LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2017-07-15,https://maharerait.maharashtra.gov.in/public/project/view/4354
P51700009882,Elite Solitaire 16,VIJAY ASSOCIATES (WADHWA),Thane,400607,Thane,MAHARASHTRA,,,2018-03-22,https://maharerait.maharashtra.gov.in/public/project/view/4362
P51700006610,Elite Solitaire 15,VIJAY ASSOCIATES (WADHWA),Thane,400607,Thane,MAHARASHTRA,,,2020-12-24,https://maharerait.maharashtra.gov.in/public/project/view/4363
P51700008189,Elite Platina 19,VIJAY ASSOCIATES (WADHWA),Thane,400607,Thane,MAHARASHTRA,,,2018-03-22,https://maharerait.maharashtra.gov.in/public/project/view/4368
P51700010204,Elite Platina 20,VIJAY ASSOCIATES (WADHWA),Thane,400607,Thane,MAHARASHTRA,,,2018-03-22,https://maharerait.maharashtra.gov.in/public/project/view/4373
P51700000365,Hubtown Greenwoods A wing,Hubtown Limited,Thane,400606,Thane,MAHARASHTRA,,,2018-08-07,https://maharerait.maharashtra.gov.in/public/project/view/4395
P51700000837,SAPTASHREE HEIGHTS,SAPTASHREE REALITY PRIVATE LIMITED,Thane,400602,Thane,MAHARASHTRA,,,2017-07-23,https://maharerait.maharashtra.gov.in/public/project/view/4417
P51700010292,Salasar Aarpan A Wing,Salangpur Gruh Nirman,Thane,401107,Thane,MAHARASHTRA,,,2020-06-25,https://maharerait.maharashtra.gov.in/public/project/view/4418
P51700003306,VRUNDAVAN,SHREE VASTURACHANA DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2025-03-17,https://maharerait.maharashtra.gov.in/public/project/view/4422
P51700003336,LA PROMENADE BAYWALK,AADI DEVELOPERS,Kalyan,421102,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/4425
P51700003326,SHREE SIDDHIVINAYAK HEIGHTS,AJIT KRISHNAN RATNAM,Kalyan,421605,Thane,MAHARASHTRA,,,2019-01-04,https://maharerait.maharashtra.gov.in/public/project/view/4438
P51700000576,Om Yashlaxmi Apartment,OM DEVELOPERS,Kalyan,421301,Thane,MAHARASHTRA,,,2017-07-18,https://maharerait.maharashtra.gov.in/public/project/view/4492
P51700000369,Hubtown Greenwoods D Wing,Hubtown Limited,Thane,400606,Thane,MAHARASHTRA,,,2020-06-13,https://maharerait.maharashtra.gov.in/public/project/view/4495
P51700000358,Hubtown Greenwoods E Wing,Hubtown Limited,Thane,400606,Thane,MAHARASHTRA,,,2020-06-13,https://maharerait.maharashtra.gov.in/public/project/view/4512
P51700011113,SAI RESIDENCY,KALPAVRUKSHA DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-01-23,https://maharerait.maharashtra.gov.in/public/project/view/4521
P51700002499,WADHWA RHODESIA,WADHWA BUILDCON LLP,Bhiwandi,421302,Thane,MAHARASHTRA,,,2024-04-02,https://maharerait.maharashtra.gov.in/public/project/view/4536
P51700000686,MARATHON NEXTOWN EMERALD,MARATHON ENER-GEN,Thane,421201,Thane,MAHARASHTRA,,,2020-06-13,https://maharerait.maharashtra.gov.in/public/project/view/4543
P51700000952,MARATHON NEXTOWN CORAL,MARATHON ENER-GEN,Thane,421201,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/4545
P51700001265,MARATHON NEXTOWN SAPPHIRE,MARATHON ENER-GEN,Thane,421201,Thane,MAHARASHTRA,,,2023-11-01,https://maharerait.maharashtra.gov.in/public/project/view/4546
P51700001132,SAI CHARAN COMPLEX BUILDING NO 3,OM SAI CHARAN BUILDERS,Thane,401105,Thane,MAHARASHTRA,,,2017-07-26,https://maharerait.maharashtra.gov.in/public/project/view/4555
P51700002720,Saarvi Corner,Saarvi Infratech,Thane,400701,Thane,MAHARASHTRA,,,2017-08-04,https://maharerait.maharashtra.gov.in/public/project/view/4562
P51700007690,SARVODAY NAGAR SECTOR 1,THALIA INVESTMENT PRIVATE LIMITED,Ambarnath,421505,Thane,MAHARASHTRA,,,2017-08-17,https://maharerait.maharashtra.gov.in/public/project/view/4568
P51700000315,Obelia A,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-06-11,https://maharerait.maharashtra.gov.in/public/project/view/4573
P51700000304,Obelia B,ROMA BUILDERS PRIVATE LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2018-01-11,https://maharerait.maharashtra.gov.in/public/project/view/4577
P51700006864,AKSHAR ALVARIO,THALIA AKSHAR DEVELOPERS,Thane,400706,Thane,MAHARASHTRA,,,2018-07-09,https://maharerait.maharashtra.gov.in/public/project/view/4585
P51700000601,Sharvari Primero,SHARVARI REALTORS LLP,Kalyan,421301,Thane,MAHARASHTRA,,,2017-07-18,https://maharerait.maharashtra.gov.in/public/project/view/4589
P51700003857,PADMADISHA PARADISE,PADMADISHA PARADISE,Bhiwandi,421302,Thane,MAHARASHTRA,,,2020-06-17,https://maharerait.maharashtra.gov.in/public/project/view/4612
P51700000893,ANNAPURNA JEWELS,ANNAPURNA CREATORS,Thane,401105,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4643
P51700005797,TULSA PARK,SHREE SHIVAM DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2021-09-08,https://maharerait.maharashtra.gov.in/public/project/view/4664
P51700000552,D4 IRIS,Neelkanth Mansions and Infrastructure Pvt. Ltd.,Thane,400610,Thane,MAHARASHTRA,,,2017-07-18,https://maharerait.maharashtra.gov.in/public/project/view/4685
P51700001021,Rustomjee Azziano Wing F,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4686
P51700001060,Rustomjee Azziano Wing G,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4692
P51700001321,VISHWAJEET MANOR,ABHIJEET REALTY,Ambarnath,421503,Thane,MAHARASHTRA,,,2019-02-04,https://maharerait.maharashtra.gov.in/public/project/view/4715
P51700004458,Hubtown Greenwoods B wing,Hubtown Limited,Thane,400606,Thane,MAHARASHTRA,,,2017-08-09,https://maharerait.maharashtra.gov.in/public/project/view/4716
P51700002009,RAIL VIEW,UMESH NARESH JAIN,Thane,401105,Thane,MAHARASHTRA,,,2017-07-31,https://maharerait.maharashtra.gov.in/public/project/view/4719
P51700003496,BORIVALI YASH PRABHA CHS LTD,UNIQUE SHANTI DEVELOPERS LLP,Thane,401107,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/4723
P51700006830,Ganesh Heights,Shiv Builders and Developers,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-03-11,https://maharerait.maharashtra.gov.in/public/project/view/4732
P51700002244,Mohan Suburbia IV,MOHAN LIFESPACES LLP,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-06-13,https://maharerait.maharashtra.gov.in/public/project/view/4735
P51700000366,Panvelkar Estate - Stanford - Phase 1,Panvelkar Infrastructures Private Limited,Ambarnath,421503,Thane,MAHARASHTRA,,,2019-01-25,https://maharerait.maharashtra.gov.in/public/project/view/4738
P51700003652,FENNEL H,ROYALE URBANSPACE LLP,Shahapur,421601,Thane,MAHARASHTRA,,,2017-08-06,https://maharerait.maharashtra.gov.in/public/project/view/4752
P51700013833,FENNEL G,ROYALE URBANSPACE LLP,Shahapur,421601,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/4761
P51700001453,Rustomjee Azziano Wing H,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2017-07-28,https://maharerait.maharashtra.gov.in/public/project/view/4781
P51700000950,Rustomjee Azziano Wing J,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2017-07-25,https://maharerait.maharashtra.gov.in/public/project/view/4785
P51700001093,Rustomjee Azziano Wing I,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2017-07-26,https://maharerait.maharashtra.gov.in/public/project/view/4788
P51700001752,Kailash Gardens,SHREE LAXMI ENTERPRISES,Kalyan,421301,Thane,MAHARASHTRA,,,2024-10-15,https://maharerait.maharashtra.gov.in/public/project/view/4792
P51700001516,Rustomjee Aurelia 1,Kapstone Constructions Private Limited,Thane,400601,Thane,MAHARASHTRA,,,2019-08-22,https://maharerait.maharashtra.gov.in/public/project/view/4795
